id,name,code,slug,slug2,state_id:id,country_id:id,type
1,Phường Hoàn Kiếm,70,phuong_hoan_kiem,ph,base.state_vn_VN-HN,base.vn,0
2,Phường Cửa Nam,73,phuong_cua_nam,ph,base.state_vn_VN-HN,base.vn,0
3,Phường Ba Đình,4,phuong_ba_dinh,ph,base.state_vn_VN-HN,base.vn,0
4,Phường Ngọc Hà,8,phuong_ngoc_ha,ph,base.state_vn_VN-HN,base.vn,0
5,Phường Giảng Võ,25,phuong_giang_vo,ph,base.state_vn_VN-HN,base.vn,0
6,Phường Hai Bà Trưng,256,phuong_hai_ba_trung,ph,base.state_vn_VN-HN,base.vn,0
7,Phường Vĩnh Tuy,283,phuong_vinh_tuy,ph,base.state_vn_VN-HN,base.vn,0
8,Phường Bạch Mai,277,phuong_bach_mai,ph,base.state_vn_VN-HN,base.vn,0
9,Phường Đống Đa,235,phuong_dong_da,ph,base.state_vn_VN-HN,base.vn,0
10,Phường Kim Liên,226,phuong_kim_lien,ph,base.state_vn_VN-HN,base.vn,0
11,Phường Văn Miếu - Quốc Tử Giám,196,phuong_van_mieu_quoc_tu_giam,ph,base.state_vn_VN-HN,base.vn,0
12,Phường Láng,187,phuong_lang,ph,base.state_vn_VN-HN,base.vn,0
13,Phường Ô Chợ Dừa,190,phuong_o_cho_dua,ph,base.state_vn_VN-HN,base.vn,0
14,Phường Hồng Hà,97,phuong_hong_ha,ph,base.state_vn_VN-HN,base.vn,0
15,Phường Lĩnh Nam,328,phuong_linh_nam,ph,base.state_vn_VN-HN,base.vn,0
16,Phường Hoàng Mai,319,phuong_hoang_mai,ph,base.state_vn_VN-HN,base.vn,0
17,Phường Vĩnh Hưng,304,phuong_vinh_hung,ph,base.state_vn_VN-HN,base.vn,0
18,Phường Tương Mai,313,phuong_tuong_mai,ph,base.state_vn_VN-HN,base.vn,0
19,Phường Định Công,316,phuong_dinh_cong,ph,base.state_vn_VN-HN,base.vn,0
20,Phường Hoàng Liệt,337,phuong_hoang_liet,ph,base.state_vn_VN-HN,base.vn,0
21,Phường Yên Sở,331,phuong_yen_so,ph,base.state_vn_VN-HN,base.vn,0
22,Phường Thanh Xuân,367,phuong_thanh_xuan,ph,base.state_vn_VN-HN,base.vn,0
23,Phường Khương Đình,364,phuong_khuong_dinh,ph,base.state_vn_VN-HN,base.vn,0
24,Phường Phương Liệt,352,phuong_phuong_liet,ph,base.state_vn_VN-HN,base.vn,0
25,Phường Cầu Giấy,167,phuong_cau_giay,ph,base.state_vn_VN-HN,base.vn,0
26,Phường Nghĩa Đô,160,phuong_nghia_do,ph,base.state_vn_VN-HN,base.vn,0
27,Phường Yên Hòa,175,phuong_yen_hoa,ph,base.state_vn_VN-HN,base.vn,0
28,Phường Tây Hồ,103,phuong_tay_ho,ph,base.state_vn_VN-HN,base.vn,0
29,Phường Phú Thượng,91,phuong_phu_thuong,ph,base.state_vn_VN-HN,base.vn,0
30,Phường Tây Tựu,613,phuong_tay_tuu,ph,base.state_vn_VN-HN,base.vn,0
31,Phường Phú Diễn,619,phuong_phu_dien,ph,base.state_vn_VN-HN,base.vn,0
32,Phường Xuân Đỉnh,611,phuong_xuan_dinh,ph,base.state_vn_VN-HN,base.vn,0
33,Phường Đông Ngạc,602,phuong_dong_ngac,ph,base.state_vn_VN-HN,base.vn,0
34,Phường Thượng Cát,598,phuong_thuong_cat,ph,base.state_vn_VN-HN,base.vn,0
35,Phường Từ Liêm,592,phuong_tu_liem,ph,base.state_vn_VN-HN,base.vn,0
36,Phường Xuân Phương,622,phuong_xuan_phuong,ph,base.state_vn_VN-HN,base.vn,0
37,Phường Tây Mỗ,634,phuong_tay_mo,ph,base.state_vn_VN-HN,base.vn,0
38,Phường Đại Mỗ,637,phuong_dai_mo,ph,base.state_vn_VN-HN,base.vn,0
39,Phường Long Biên,148,phuong_long_bien,ph,base.state_vn_VN-HN,base.vn,0
40,Phường Bồ Đề,130,phuong_bo_de,ph,base.state_vn_VN-HN,base.vn,0
41,Phường Việt Hưng,127,phuong_viet_hung,ph,base.state_vn_VN-HN,base.vn,0
42,Phường Phúc Lợi,136,phuong_phuc_loi,ph,base.state_vn_VN-HN,base.vn,0
43,Phường Hà Đông,9556,phuong_ha_dong,ph,base.state_vn_VN-HN,base.vn,0
44,Phường Dương Nội,9886,phuong_duong_noi,ph,base.state_vn_VN-HN,base.vn,0
45,Phường Yên Nghĩa,9562,phuong_yen_nghia,ph,base.state_vn_VN-HN,base.vn,0
46,Phường Phú Lương,9568,phuong_phu_luong,ph,base.state_vn_VN-HN,base.vn,0
47,Phường Kiến Hưng,9552,phuong_kien_hung,ph,base.state_vn_VN-HN,base.vn,0
48,Xã Thanh Trì,640,xa_thanh_tri,xa,base.state_vn_VN-HN,base.vn,1
49,Xã Đại Thanh,664,xa_dai_thanh,xa,base.state_vn_VN-HN,base.vn,1
50,Xã Nam Phù,685,xa_nam_phu,xa,base.state_vn_VN-HN,base.vn,1
51,Xã Ngọc Hồi,679,xa_ngoc_hoi,xa,base.state_vn_VN-HN,base.vn,1
52,Phường Thanh Liệt,646,phuong_thanh_liet,ph,base.state_vn_VN-HN,base.vn,0
53,Xã Thượng Phúc,10231,xa_thuong_phuc,xa,base.state_vn_VN-HN,base.vn,1
54,Xã Thường Tín,10183,xa_thuong_tin,xa,base.state_vn_VN-HN,base.vn,1
55,Xã Chương Dương,10237,xa_chuong_duong,xa,base.state_vn_VN-HN,base.vn,1
56,Xã Hồng Vân,10210,xa_hong_van,xa,base.state_vn_VN-HN,base.vn,1
57,Xã Phú Xuyên,10273,xa_phu_xuyen,xa,base.state_vn_VN-HN,base.vn,1
58,Xã Phượng Dực,10279,xa_phuong_duc,xa,base.state_vn_VN-HN,base.vn,1
59,Xã Chuyên Mỹ,10330,xa_chuyen_my,xa,base.state_vn_VN-HN,base.vn,1
60,Xã Đại Xuyên,10333,xa_dai_xuyen,xa,base.state_vn_VN-HN,base.vn,1
61,Xã Thanh Oai,10114,xa_thanh_oai,xa,base.state_vn_VN-HN,base.vn,1
62,Xã Bình Minh,10141,xa_binh_minh,xa,base.state_vn_VN-HN,base.vn,1
63,Xã Tam Hưng,10144,xa_tam_hung,xa,base.state_vn_VN-HN,base.vn,1
64,Xã Dân Hòa,10180,xa_dan_hoa,xa,base.state_vn_VN-HN,base.vn,1
65,Xã Vân Đình,10354,xa_van_dinh,xa,base.state_vn_VN-HN,base.vn,1
66,Xã Ứng Thiên,10369,xa_ung_thien,xa,base.state_vn_VN-HN,base.vn,1
67,Xã Hòa Xá,10417,xa_hoa_xa,xa,base.state_vn_VN-HN,base.vn,1
68,Xã Ứng Hòa,10402,xa_ung_hoa,xa,base.state_vn_VN-HN,base.vn,1
69,Xã Mỹ Đức,10441,xa_my_duc,xa,base.state_vn_VN-HN,base.vn,1
70,Xã Hồng Sơn,10465,xa_hong_son,xa,base.state_vn_VN-HN,base.vn,1
71,Xã Phúc Sơn,10459,xa_phuc_son,xa,base.state_vn_VN-HN,base.vn,1
72,Xã Hương Sơn,10489,xa_huong_son,xa,base.state_vn_VN-HN,base.vn,1
73,Phường Chương Mỹ,10015,phuong_chuong_my,ph,base.state_vn_VN-HN,base.vn,0
74,Xã Phú Nghĩa,10030,xa_phu_nghia,xa,base.state_vn_VN-HN,base.vn,1
75,Xã Xuân Mai,10018,xa_xuan_mai,xa,base.state_vn_VN-HN,base.vn,1
76,Xã Trần Phú,10081,xa_tran_phu,xa,base.state_vn_VN-HN,base.vn,1
77,Xã Hòa Phú,10108,xa_hoa_phu,xa,base.state_vn_VN-HN,base.vn,1
78,Xã Quảng Bị,10084,xa_quang_bi,xa,base.state_vn_VN-HN,base.vn,1
79,Xã Minh Châu,9661,xa_minh_chau,xa,base.state_vn_VN-HN,base.vn,1
80,Xã Quảng Oai,9619,xa_quang_oai,xa,base.state_vn_VN-HN,base.vn,1
81,Xã Vật Lại,9664,xa_vat_lai,xa,base.state_vn_VN-HN,base.vn,1
82,Xã Cổ Đô,9634,xa_co_do,xa,base.state_vn_VN-HN,base.vn,1
83,Xã Bất Bạt,9676,xa_bat_bat,xa,base.state_vn_VN-HN,base.vn,1
84,Xã Suối Hai,9694,xa_suoi_hai,xa,base.state_vn_VN-HN,base.vn,1
85,Xã Ba Vì,9700,xa_ba_vi,xa,base.state_vn_VN-HN,base.vn,1
86,Xã Yên Bài,9706,xa_yen_bai,xa,base.state_vn_VN-HN,base.vn,1
87,Phường Sơn Tây,9574,phuong_son_tay,ph,base.state_vn_VN-HN,base.vn,0
88,Phường Tùng Thiện,9604,phuong_tung_thien,ph,base.state_vn_VN-HN,base.vn,0
89,Xã Đoài Phương,9616,xa_doai_phuong,xa,base.state_vn_VN-HN,base.vn,1
90,Xã Phúc Thọ,9715,xa_phuc_tho,xa,base.state_vn_VN-HN,base.vn,1
91,Xã Phúc Lộc,9739,xa_phuc_loc,xa,base.state_vn_VN-HN,base.vn,1
92,Xã Hát Môn,9772,xa_hat_mon,xa,base.state_vn_VN-HN,base.vn,1
93,Xã Thạch Thất,9955,xa_thach_that,xa,base.state_vn_VN-HN,base.vn,1
94,Xã Hạ Bằng,10009,xa_ha_bang,xa,base.state_vn_VN-HN,base.vn,1
95,Xã Tây Phương,10006,xa_tay_phuong,xa,base.state_vn_VN-HN,base.vn,1
96,Xã Hòa Lạc,9988,xa_hoa_lac,xa,base.state_vn_VN-HN,base.vn,1
97,Xã Yên Xuân,4936,xa_yen_xuan,xa,base.state_vn_VN-HN,base.vn,1
98,Xã Quốc Oai,9895,xa_quoc_oai,xa,base.state_vn_VN-HN,base.vn,1
99,Xã Hưng Đạo,9931,xa_hung_dao,xa,base.state_vn_VN-HN,base.vn,1
100,Xã Kiều Phú,9928,xa_kieu_phu,xa,base.state_vn_VN-HN,base.vn,1
101,Xã Phú Cát,9922,xa_phu_cat,xa,base.state_vn_VN-HN,base.vn,1
102,Xã Hoài Đức,9832,xa_hoai_duc,xa,base.state_vn_VN-HN,base.vn,1
103,Xã Dương Hòa,9838,xa_duong_hoa,xa,base.state_vn_VN-HN,base.vn,1
104,Xã Sơn Đồng,9859,xa_son_dong,xa,base.state_vn_VN-HN,base.vn,1
105,Xã An Khánh,9877,xa_an_khanh,xa,base.state_vn_VN-HN,base.vn,1
106,Xã Đan Phượng,9784,xa_dan_phuong,xa,base.state_vn_VN-HN,base.vn,1
107,Xã Ô Diên,9817,xa_o_dien,xa,base.state_vn_VN-HN,base.vn,1
108,Xã Liên Minh,9793,xa_lien_minh,xa,base.state_vn_VN-HN,base.vn,1
109,Xã Gia Lâm,565,xa_gia_lam,xa,base.state_vn_VN-HN,base.vn,1
110,Xã Thuận An,562,xa_thuan_an,xa,base.state_vn_VN-HN,base.vn,1
111,Xã Bát Tràng,583,xa_bat_trang,xa,base.state_vn_VN-HN,base.vn,1
112,Xã Phù Đổng,541,xa_phu_dong,xa,base.state_vn_VN-HN,base.vn,1
113,Xã Thư Lâm,484,xa_thu_lam,xa,base.state_vn_VN-HN,base.vn,1
114,Xã Đông Anh,454,xa_dong_anh,xa,base.state_vn_VN-HN,base.vn,1
115,Xã Phúc Thịnh,466,xa_phuc_thinh,xa,base.state_vn_VN-HN,base.vn,1
116,Xã Thiên Lộc,493,xa_thien_loc,xa,base.state_vn_VN-HN,base.vn,1
117,Xã Vĩnh Thanh,508,xa_vinh_thanh,xa,base.state_vn_VN-HN,base.vn,1
118,Xã Mê Linh,9022,xa_me_linh,xa,base.state_vn_VN-HN,base.vn,1
119,Xã Yên Lãng,8980,xa_yen_lang,xa,base.state_vn_VN-HN,base.vn,1
120,Xã Tiến Thắng,8995,xa_tien_thang,xa,base.state_vn_VN-HN,base.vn,1
121,Xã Quang Minh,8974,xa_quang_minh,xa,base.state_vn_VN-HN,base.vn,1
122,Xã Sóc Sơn,376,xa_soc_son,xa,base.state_vn_VN-HN,base.vn,1
123,Xã Đa Phúc,424,xa_da_phuc,xa,base.state_vn_VN-HN,base.vn,1
124,Xã Nội Bài,433,xa_noi_bai,xa,base.state_vn_VN-HN,base.vn,1
125,Xã Trung Giã,385,xa_trung_gia,xa,base.state_vn_VN-HN,base.vn,1
126,Xã Kim Anh,382,xa_kim_anh,xa,base.state_vn_VN-HN,base.vn,1
127,Phường Thục Phán,1273,phuong_thuc_phan,ph,base.state_vn_VN-04,base.vn,0
128,Phường Nùng Trí Cao,1279,phuong_nung_tri_cao,ph,base.state_vn_VN-04,base.vn,0
129,Phường Tân Giang,1288,phuong_tan_giang,ph,base.state_vn_VN-04,base.vn,0
130,Xã Quảng Lâm,1304,xa_quang_lam,xa,base.state_vn_VN-04,base.vn,1
131,Xã Nam Quang,1297,xa_nam_quang,xa,base.state_vn_VN-04,base.vn,1
132,Xã Lý Bôn,1294,xa_ly_bon,xa,base.state_vn_VN-04,base.vn,1
133,Xã Bảo Lâm,1290,xa_bao_lam,xa,base.state_vn_VN-04,base.vn,1
134,Xã Yên Thổ,1318,xa_yen_tho,xa,base.state_vn_VN-04,base.vn,1
135,Xã Sơn Lộ,1360,xa_son_lo,xa,base.state_vn_VN-04,base.vn,1
136,Xã Hưng Đạo,1351,xa_hung_dao,xa,base.state_vn_VN-04,base.vn,1
137,Xã Bảo Lạc,1321,xa_bao_lac,xa,base.state_vn_VN-04,base.vn,1
138,Xã Cốc Pàng,1324,xa_coc_pang,xa,base.state_vn_VN-04,base.vn,1
139,Xã Cô Ba,1327,xa_co_ba,xa,base.state_vn_VN-04,base.vn,1
140,Xã Khánh Xuân,1336,xa_khanh_xuan,xa,base.state_vn_VN-04,base.vn,1
141,Xã Xuân Trường,1339,xa_xuan_truong,xa,base.state_vn_VN-04,base.vn,1
142,Xã Huy Giáp,1354,xa_huy_giap,xa,base.state_vn_VN-04,base.vn,1
143,Xã Ca Thành,1738,xa_ca_thanh,xa,base.state_vn_VN-04,base.vn,1
144,Xã Phan Thanh,1768,xa_phan_thanh,xa,base.state_vn_VN-04,base.vn,1
145,Xã Thành Công,1777,xa_thanh_cong,xa,base.state_vn_VN-04,base.vn,1
146,Xã Tĩnh Túc,1729,xa_tinh_tuc,xa,base.state_vn_VN-04,base.vn,1
147,Xã Tam Kim,1774,xa_tam_kim,xa,base.state_vn_VN-04,base.vn,1
148,Xã Nguyên Bình,1726,xa_nguyen_binh,xa,base.state_vn_VN-04,base.vn,1
149,Xã Minh Tâm,1747,xa_minh_tam,xa,base.state_vn_VN-04,base.vn,1
150,Xã Thanh Long,1387,xa_thanh_long,xa,base.state_vn_VN-04,base.vn,1
151,Xã Cần Yên,1366,xa_can_yen,xa,base.state_vn_VN-04,base.vn,1
152,Xã Thông Nông,1363,xa_thong_nong,xa,base.state_vn_VN-04,base.vn,1
153,Xã Trường Hà,1392,xa_truong_ha,xa,base.state_vn_VN-04,base.vn,1
154,Xã Hà Quảng,1438,xa_ha_quang,xa,base.state_vn_VN-04,base.vn,1
155,Xã Lũng Nặm,1393,xa_lung_nam,xa,base.state_vn_VN-04,base.vn,1
156,Xã Tổng Cọt,1414,xa_tong_cot,xa,base.state_vn_VN-04,base.vn,1
157,Xã Nam Tuấn,1660,xa_nam_tuan,xa,base.state_vn_VN-04,base.vn,1
158,Xã Hòa An,1654,xa_hoa_an,xa,base.state_vn_VN-04,base.vn,1
159,Xã Bạch Đằng,1708,xa_bach_dang,xa,base.state_vn_VN-04,base.vn,1
160,Xã Nguyễn Huệ,1699,xa_nguyen_hue,xa,base.state_vn_VN-04,base.vn,1
161,Xã Minh Khai,1795,xa_minh_khai,xa,base.state_vn_VN-04,base.vn,1
162,Xã Canh Tân,1789,xa_canh_tan,xa,base.state_vn_VN-04,base.vn,1
163,Xã Kim Đồng,1792,xa_kim_dong,xa,base.state_vn_VN-04,base.vn,1
164,Xã Thạch An,1807,xa_thach_an,xa,base.state_vn_VN-04,base.vn,1
165,Xã Đông Khê,1786,xa_dong_khe,xa,base.state_vn_VN-04,base.vn,1
166,Xã Đức Long,1822,xa_duc_long,xa,base.state_vn_VN-04,base.vn,1
167,Xã Phục Hòa,1648,xa_phuc_hoa,xa,base.state_vn_VN-04,base.vn,1
168,Xã Bế Văn Đàn,1636,xa_be_van_dan,xa,base.state_vn_VN-04,base.vn,1
169,Xã Độc Lập,1594,xa_doc_lap,xa,base.state_vn_VN-04,base.vn,1
170,Xã Quảng Uyên,1576,xa_quang_uyen,xa,base.state_vn_VN-04,base.vn,1
171,Xã Hạnh Phúc,1618,xa_hanh_phuc,xa,base.state_vn_VN-04,base.vn,1
172,Xã Quang Hán,1456,xa_quang_han,xa,base.state_vn_VN-04,base.vn,1
173,Xã Trà Lĩnh,1447,xa_tra_linh,xa,base.state_vn_VN-04,base.vn,1
174,Xã Quang Trung,1465,xa_quang_trung,xa,base.state_vn_VN-04,base.vn,1
175,Xã Đoài Dương,1525,xa_doai_duong,xa,base.state_vn_VN-04,base.vn,1
176,Xã Trùng Khánh,1477,xa_trung_khanh,xa,base.state_vn_VN-04,base.vn,1
177,Xã Đàm Thuỷ,1501,xa_dam_thuy,xa,base.state_vn_VN-04,base.vn,1
178,Xã Đình Phong,1489,xa_dinh_phong,xa,base.state_vn_VN-04,base.vn,1
179,Xã Lý Quốc,1558,xa_ly_quoc,xa,base.state_vn_VN-04,base.vn,1
180,Xã Hạ Lang,1561,xa_ha_lang,xa,base.state_vn_VN-04,base.vn,1
181,Xã Vinh Quý,1537,xa_vinh_quy,xa,base.state_vn_VN-04,base.vn,1
182,Xã Quang Long,1552,xa_quang_long,xa,base.state_vn_VN-04,base.vn,1
183,Xã Thượng Lâm,2269,xa_thuong_lam,xa,base.state_vn_VN-07,base.vn,1
184,Xã Lâm Bình,2266,xa_lam_binh,xa,base.state_vn_VN-07,base.vn,1
185,Xã Minh Quang,2302,xa_minh_quang,xa,base.state_vn_VN-07,base.vn,1
186,Xã Bình An,2296,xa_binh_an,xa,base.state_vn_VN-07,base.vn,1
187,Xã Côn Lôn,2245,xa_con_lon,xa,base.state_vn_VN-07,base.vn,1
188,Xã Yên Hoa,2248,xa_yen_hoa,xa,base.state_vn_VN-07,base.vn,1
189,Xã Thượng Nông,2239,xa_thuong_nong,xa,base.state_vn_VN-07,base.vn,1
190,Xã Hồng Thái,2260,xa_hong_thai,xa,base.state_vn_VN-07,base.vn,1
191,Xã Nà Hang,2221,xa_na_hang,xa,base.state_vn_VN-07,base.vn,1
192,Xã Tân Mỹ,2308,xa_tan_my,xa,base.state_vn_VN-07,base.vn,1
193,Xã Yên Lập,2317,xa_yen_lap,xa,base.state_vn_VN-07,base.vn,1
194,Xã Tân An,2320,xa_tan_an,xa,base.state_vn_VN-07,base.vn,1
195,Xã Chiêm Hoá,2287,xa_chiem_hoa,xa,base.state_vn_VN-07,base.vn,1
196,Xã Hoà An,2353,xa_hoa_an,xa,base.state_vn_VN-07,base.vn,1
197,Xã Kiên Đài,2332,xa_kien_dai,xa,base.state_vn_VN-07,base.vn,1
198,Xã Tri Phú,2359,xa_tri_phu,xa,base.state_vn_VN-07,base.vn,1
199,Xã Kim Bình,2350,xa_kim_binh,xa,base.state_vn_VN-07,base.vn,1
200,Xã Yên Nguyên,2365,xa_yen_nguyen,xa,base.state_vn_VN-07,base.vn,1
201,Xã Trung Hà,2305,xa_trung_ha,xa,base.state_vn_VN-07,base.vn,1
202,Xã Yên Phú,2398,xa_yen_phu,xa,base.state_vn_VN-07,base.vn,1
203,Xã Bạch Xa,2380,xa_bach_xa,xa,base.state_vn_VN-07,base.vn,1
204,Xã Phù Lưu,2392,xa_phu_luu,xa,base.state_vn_VN-07,base.vn,1
205,Xã Hàm Yên,2374,xa_ham_yen,xa,base.state_vn_VN-07,base.vn,1
206,Xã Bình Xa,2404,xa_binh_xa,xa,base.state_vn_VN-07,base.vn,1
207,Xã Thái Sơn,2407,xa_thai_son,xa,base.state_vn_VN-07,base.vn,1
208,Xã Thái Hoà,2419,xa_thai_hoa,xa,base.state_vn_VN-07,base.vn,1
209,Xã Hùng Đức,2425,xa_hung_duc,xa,base.state_vn_VN-07,base.vn,1
210,Xã Hùng Lợi,2455,xa_hung_loi,xa,base.state_vn_VN-07,base.vn,1
211,Xã Trung Sơn,2458,xa_trung_son,xa,base.state_vn_VN-07,base.vn,1
212,Xã Thái Bình,2494,xa_thai_binh,xa,base.state_vn_VN-07,base.vn,1
213,Xã Tân Long,2470,xa_tan_long,xa,base.state_vn_VN-07,base.vn,1
214,Xã Xuân Vân,2449,xa_xuan_van,xa,base.state_vn_VN-07,base.vn,1
215,Xã Lực Hành,2434,xa_luc_hanh,xa,base.state_vn_VN-07,base.vn,1
216,Xã Yên Sơn,2473,xa_yen_son,xa,base.state_vn_VN-07,base.vn,1
217,Xã Nhữ Khê,2530,xa_nhu_khe,xa,base.state_vn_VN-07,base.vn,1
218,Xã Kiến Thiết,2437,xa_kien_thiet,xa,base.state_vn_VN-07,base.vn,1
219,Xã Tân Trào,2545,xa_tan_trao,xa,base.state_vn_VN-07,base.vn,1
220,Xã Minh Thanh,2554,xa_minh_thanh,xa,base.state_vn_VN-07,base.vn,1
221,Xã Sơn Dương,2536,xa_son_duong,xa,base.state_vn_VN-07,base.vn,1
222,Xã Bình Ca,2548,xa_binh_ca,xa,base.state_vn_VN-07,base.vn,1
223,Xã Tân Thanh,2578,xa_tan_thanh,xa,base.state_vn_VN-07,base.vn,1
224,Xã Sơn Thuỷ,2620,xa_son_thuy,xa,base.state_vn_VN-07,base.vn,1
225,Xã Phú Lương,2611,xa_phu_luong,xa,base.state_vn_VN-07,base.vn,1
226,Xã Trường Sinh,2623,xa_truong_sinh,xa,base.state_vn_VN-07,base.vn,1
227,Xã Hồng Sơn,2608,xa_hong_son,xa,base.state_vn_VN-07,base.vn,1
228,Xã Đông Thọ,2572,xa_dong_tho,xa,base.state_vn_VN-07,base.vn,1
229,Phường Mỹ Lâm,2509,phuong_my_lam,ph,base.state_vn_VN-07,base.vn,0
230,Phường Minh Xuân,2215,phuong_minh_xuan,ph,base.state_vn_VN-07,base.vn,0
231,Phường Nông Tiến,2212,phuong_nong_tien,ph,base.state_vn_VN-07,base.vn,0
232,Phường An Tường,2512,phuong_an_tuong,ph,base.state_vn_VN-07,base.vn,0
233,Phường Bình Thuận,2524,phuong_binh_thuan,ph,base.state_vn_VN-07,base.vn,0
234,Xã Lũng Cú,715,xa_lung_cu,xa,base.state_vn_VN-07,base.vn,1
235,Xã Đồng Văn,721,xa_dong_van,xa,base.state_vn_VN-07,base.vn,1
236,Xã Sà Phìn,733,xa_sa_phin,xa,base.state_vn_VN-07,base.vn,1
237,Xã Phố Bảng,745,xa_pho_bang,xa,base.state_vn_VN-07,base.vn,1
238,Xã Lũng Phìn,763,xa_lung_phin,xa,base.state_vn_VN-07,base.vn,1
239,Xã Sủng Máng,787,xa_sung_mang,xa,base.state_vn_VN-07,base.vn,1
240,Xã Sơn Vĩ,778,xa_son_vi,xa,base.state_vn_VN-07,base.vn,1
241,Xã Mèo Vạc,769,xa_meo_vac,xa,base.state_vn_VN-07,base.vn,1
242,Xã Khâu Vai,802,xa_khau_vai,xa,base.state_vn_VN-07,base.vn,1
243,Xã Niêm Sơn,817,xa_niem_son,xa,base.state_vn_VN-07,base.vn,1
244,Xã Tát Ngà,808,xa_tat_nga,xa,base.state_vn_VN-07,base.vn,1
245,Xã Thắng Mố,829,xa_thang_mo,xa,base.state_vn_VN-07,base.vn,1
246,Xã Bạch Đích,832,xa_bach_dich,xa,base.state_vn_VN-07,base.vn,1
247,Xã Yên Minh,820,xa_yen_minh,xa,base.state_vn_VN-07,base.vn,1
248,Xã Mậu Duệ,847,xa_mau_due,xa,base.state_vn_VN-07,base.vn,1
249,Xã Ngọc Long,859,xa_ngoc_long,xa,base.state_vn_VN-07,base.vn,1
250,Xã Du Già,871,xa_du_gia,xa,base.state_vn_VN-07,base.vn,1
251,Xã Đường Thượng,865,xa_duong_thuong,xa,base.state_vn_VN-07,base.vn,1
252,Xã Lùng Tám,901,xa_lung_tam,xa,base.state_vn_VN-07,base.vn,1
253,Xã Cán Tỷ,883,xa_can_ty,xa,base.state_vn_VN-07,base.vn,1
254,Xã Nghĩa Thuận,889,xa_nghia_thuan,xa,base.state_vn_VN-07,base.vn,1
255,Xã Quản Bạ,874,xa_quan_ba,xa,base.state_vn_VN-07,base.vn,1
256,Xã Tùng Vài,892,xa_tung_vai,xa,base.state_vn_VN-07,base.vn,1
257,Xã Yên Cường,1006,xa_yen_cuong,xa,base.state_vn_VN-07,base.vn,1
258,Xã Đường Hồng,1012,xa_duong_hong,xa,base.state_vn_VN-07,base.vn,1
259,Xã Bắc Mê,991,xa_bac_me,xa,base.state_vn_VN-07,base.vn,1
260,Xã Giáp Trung,985,xa_giap_trung,xa,base.state_vn_VN-07,base.vn,1
261,Xã Minh Sơn,982,xa_minh_son,xa,base.state_vn_VN-07,base.vn,1
262,Xã Minh Ngọc,994,xa_minh_ngoc,xa,base.state_vn_VN-07,base.vn,1
263,Xã Ngọc Đường,700,xa_ngoc_duong,xa,base.state_vn_VN-07,base.vn,1
264,Phường Hà Giang 1,694,phuong_ha_giang_1,ph,base.state_vn_VN-07,base.vn,0
265,Phường Hà Giang 2,691,phuong_ha_giang_2,ph,base.state_vn_VN-07,base.vn,0
266,Xã Lao Chải,937,xa_lao_chai,xa,base.state_vn_VN-07,base.vn,1
267,Xã Thanh Thuỷ,928,xa_thanh_thuy,xa,base.state_vn_VN-07,base.vn,1
268,Xã Minh Tân,919,xa_minh_tan,xa,base.state_vn_VN-07,base.vn,1
269,Xã Thuận Hoà,922,xa_thuan_hoa,xa,base.state_vn_VN-07,base.vn,1
270,Xã Tùng Bá,925,xa_tung_ba,xa,base.state_vn_VN-07,base.vn,1
271,Xã Phú Linh,706,xa_phu_linh,xa,base.state_vn_VN-07,base.vn,1
272,Xã Linh Hồ,970,xa_linh_ho,xa,base.state_vn_VN-07,base.vn,1
273,Xã Bạch Ngọc,976,xa_bach_ngoc,xa,base.state_vn_VN-07,base.vn,1
274,Xã Vị Xuyên,913,xa_vi_xuyen,xa,base.state_vn_VN-07,base.vn,1
275,Xã Việt Lâm,967,xa_viet_lam,xa,base.state_vn_VN-07,base.vn,1
276,Xã Cao Bồ,952,xa_cao_bo,xa,base.state_vn_VN-07,base.vn,1
277,Xã Thượng Sơn,958,xa_thuong_son,xa,base.state_vn_VN-07,base.vn,1
278,Xã Tân Quang,1171,xa_tan_quang,xa,base.state_vn_VN-07,base.vn,1
279,Xã Đồng Tâm,1165,xa_dong_tam,xa,base.state_vn_VN-07,base.vn,1
280,Xã Liên Hiệp,1192,xa_lien_hiep,xa,base.state_vn_VN-07,base.vn,1
281,Xã Bằng Hành,1180,xa_bang_hanh,xa,base.state_vn_VN-07,base.vn,1
282,Xã Bắc Quang,1153,xa_bac_quang,xa,base.state_vn_VN-07,base.vn,1
283,Xã Hùng An,1201,xa_hung_an,xa,base.state_vn_VN-07,base.vn,1
284,Xã Vĩnh Tuy,1156,xa_vinh_tuy,xa,base.state_vn_VN-07,base.vn,1
285,Xã Đồng Yên,1216,xa_dong_yen,xa,base.state_vn_VN-07,base.vn,1
286,Xã Tiên Yên,1261,xa_tien_yen,xa,base.state_vn_VN-07,base.vn,1
287,Xã Xuân Giang,1255,xa_xuan_giang,xa,base.state_vn_VN-07,base.vn,1
288,Xã Bằng Lang,1246,xa_bang_lang,xa,base.state_vn_VN-07,base.vn,1
289,Xã Yên Thành,1234,xa_yen_thanh,xa,base.state_vn_VN-07,base.vn,1
290,Xã Quang Bình,1237,xa_quang_binh,xa,base.state_vn_VN-07,base.vn,1
291,Xã Tân Trịnh,1243,xa_tan_trinh,xa,base.state_vn_VN-07,base.vn,1
292,Xã Tiên Nguyên,1225,xa_tien_nguyen,xa,base.state_vn_VN-07,base.vn,1
